% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 12:28
% Dimension:          1
% Nodes:              1801
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(xi)
7.345945204195205E-5      2.7426257297246846E-11
7.362952091874681E-5      2.7423246453893784E-11
7.379958979554158E-5      2.7420228400443986E-11
7.396965867233633E-5      2.741720313689746E-11
7.413972754913108E-5      2.7414170663254203E-11
7.430979642592586E-5      2.7411130979514212E-11
7.44798653027206E-5       2.7408084085677495E-11
7.464993417951538E-5      2.7405029972752515E-11
7.482000305631013E-5      2.7401968625095015E-11
7.499007193310491E-5      2.7398900042705E-11
7.516014080989968E-5      2.739582422558248E-11
7.533020968669444E-5      2.739274117372745E-11
7.55002785634892E-5       2.7389650887139904E-11
7.567034744028397E-5      2.738655335622351E-11
7.584041631707873E-5      2.7383448563909768E-11
7.601048519387348E-5      2.738033651019867E-11
7.618055407066824E-5      2.7377217195090217E-11
7.6350622947463E-5        2.7374090618584416E-11
7.652069182425776E-5      2.7370956780681263E-11
7.669076070105252E-5      2.7367815671107225E-11
7.686082957784729E-5      2.736466727118012E-11
7.703089845464205E-5      2.7361511580899938E-11
7.72009673314368E-5       2.7358348600266688E-11
7.737103620823156E-5      2.7355178329280373E-11
7.754110508502633E-5      2.7352000767940986E-11
7.771117396182109E-5      2.7348815905226088E-11
7.788124283861586E-5      2.734562372060791E-11
7.805131171541062E-5      2.734242421408646E-11
7.822138059220538E-5      2.733921738566173E-11
7.839144946900015E-5      2.7336003235333727E-11
7.856151834579491E-5      2.7332781763102446E-11
7.873158722258968E-5      2.7329552957190742E-11
7.890165609938444E-5      2.732631679489366E-11
7.907172497617919E-5      2.7323073276211203E-11
7.924179385297395E-5      2.7319822401143367E-11
7.941186272976872E-5      2.7316564169690163E-11
7.958193160656348E-5      2.731329858185158E-11
7.975200048335824E-5      2.73100256251181E-11
7.992206936015301E-5      2.7306745274151603E-11
8.009213823694777E-5      2.73034575289521E-11
8.026220711374252E-5      2.7300162389519588E-11
8.04322759905373E-5       2.729685985585406E-11
8.060234486733205E-5      2.7293549927955526E-11
8.077241374412683E-5      2.7290232592570815E-11
8.094248262092158E-5      2.7286907821151954E-11
8.111255149771634E-5      2.7283575613698955E-11
8.12826203745111E-5       2.728023597021181E-11
8.145268925130588E-5      2.7276888890690524E-11
8.162275812810063E-5      2.7273534375135094E-11
8.179282700489541E-5      2.7270172409515197E-11
8.196289588169016E-5      2.7266802961340857E-11
8.213296475848491E-5      2.7263426030612072E-11
8.230303363527969E-5      2.7260041617328852E-11
8.247310251207444E-5      2.725664972149119E-11
8.26431713888692E-5       2.7253250343099088E-11
8.281324026566398E-5      2.7249843467307828E-11
8.298330914245874E-5      2.724642905672926E-11
8.31533780192535E-5       2.7243007111363392E-11
8.332344689604827E-5      2.7239577631210222E-11
8.349351577284304E-5      2.723614061626975E-11
8.36635846496378E-5       2.7232696066541974E-11
8.383365352643258E-5      2.7229243966324345E-11
8.400372240322733E-5      2.7225784272098308E-11
8.417379128002208E-5      2.722231698386384E-11
8.434386015681686E-5      2.7218842101620962E-11
8.45139290336116E-5       2.7215359625369662E-11
8.468399791040637E-5      2.7211869555109944E-11
8.485406678720113E-5      2.7208371874305685E-11
8.50241356639959E-5       2.7204866531682867E-11
8.519420454079065E-5      2.7201353527241507E-11
8.536427341758541E-5      2.719783286098159E-11
8.553434229438016E-5      2.7194304532903124E-11
8.570441117117493E-5      2.7190768543006105E-11
8.587448004796969E-5      2.7187224873727325E-11
8.604454892476445E-5      2.718367346406442E-11
8.621461780155922E-5      2.7180114314017375E-11
8.638468667835397E-5      2.71765474235862E-11
8.655475555514873E-5      2.7172972792770892E-11
8.67248244319435E-5       2.7169390421571454E-11
8.689489330873826E-5      2.7165800291395968E-11
8.706496218553302E-5      2.716220232885689E-11
8.723503106232779E-5      2.7158596533954227E-11
8.740509993912255E-5      2.715498290668798E-11
8.757516881591731E-5      2.7151361447058152E-11
8.774523769271208E-5      2.7147732155064736E-11
8.791530656950684E-5      2.714409501065921E-11
8.80853754463016E-5       2.7140449924890502E-11
8.825544432309636E-5      2.713679689775863E-11
8.842551319989112E-5      2.7133135929263587E-11
8.859558207668588E-5      2.7129467019405373E-11
8.876565095348065E-5      2.7125790168183988E-11
8.893571983027541E-5      2.7122105353260712E-11
8.910578870707019E-5      2.711841246626324E-11
8.927585758386494E-5      2.7114711507191566E-11
8.94459264606597E-5       2.71110024760457E-11
8.961599533745447E-5      2.7107285372825638E-11
8.978606421424923E-5      2.7103560197531382E-11
8.9956133091044E-5        2.7099826924026148E-11
9.012620196783876E-5      2.7096085420006666E-11
9.029627084463352E-5      2.7092335685472923E-11
9.046633972142827E-5      2.7088577720424918E-11
9.063640859822305E-5      2.7084811524862665E-11
9.08064774750178E-5       2.7081037098786154E-11
9.097654635181258E-5      2.707725440981523E-11
9.114661522860733E-5      2.7073463296656377E-11
9.131668410540209E-5      2.7069663759309583E-11
9.148675298219686E-5      2.7065855797774854E-11
9.165682185899162E-5      2.706203941205219E-11
9.182689073578638E-5      2.7058214602141588E-11
9.199695961258116E-5      2.7054381325876916E-11
9.216702848937591E-5      2.70505393875264E-11
9.233709736617066E-5      2.7046688787090058E-11
9.250716624296544E-5      2.7042829524567874E-11
9.267723511976019E-5      2.7038961599959855E-11
9.284730399655495E-5      2.7035085013266E-11
9.301737287334972E-5      2.7031199707790807E-11
9.31874417501445E-5       2.702730544787192E-11
9.335751062693924E-5      2.702340223350934E-11
9.3527579503734E-5        2.7019490064703063E-11
9.369764838052876E-5      2.70155689414531E-11
9.386771725732352E-5      2.701163886375944E-11
9.403778613411829E-5      2.7007699754338046E-11
9.420785501091305E-5      2.7003751332835624E-11
9.43779238877078E-5       2.699979359925218E-11
9.454799276450256E-5      2.6995826553587718E-11
9.471806164129733E-5      2.699185019584224E-11
9.488813051809209E-5      2.6987864526015732E-11
9.505819939488686E-5      2.698386943893811E-11
9.522826827168162E-5      2.697986460682261E-11
9.539833714847638E-5      2.6975850029669232E-11
9.556840602527113E-5      2.6971825707477977E-11
9.57384749020659E-5       2.6967791640248854E-11
9.590854377886066E-5      2.6963747827981854E-11
9.607861265565543E-5      2.6959694129644616E-11
9.62486815324502E-5       2.6955630170928645E-11
9.641875040924495E-5      2.6951555951833943E-11
9.658881928603972E-5      2.694747147236051E-11
9.675888816283448E-5      2.6943376732508344E-11
9.692895703962925E-5      2.6939271732277446E-11
9.709902591642401E-5      2.6935156287311287E-11
