% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:43
% Dimension:          1
% Nodes:              555
% Expressions:        2
% Description:        Global
% f (Hz)                  ,                        , 
1485935.642287006         8.553559029573686E-13    1.476159255940887E-13
1489361.0777109154        7.800030384734209E-13    2.0371019029895726E-13
1492794.4095789974        6.863025147797415E-13    3.004328232609648E-13
1496235.6560944328        5.815219886167878E-13    4.8084438688451E-13
1499684.835502374         5.369491051005621E-13    8.286633029666507E-13
1503141.966090021         8.49626454433116E-13     1.332396312078903E-12
1506607.0661867417        1.6179577553028774E-12   1.339607496910929E-12
1510080.1541641492        1.9436053997856877E-12   8.17363385766813E-13
1513561.2484362072        1.8875121023189123E-12   4.5410369604553794E-13
1517050.3674593368        1.7704989152417341E-12   2.7069963449139103E-13
1520547.529732497         1.668802603928673E-12    1.7540691401076968E-13
1524052.7537972906        1.5886025310519395E-12   1.217416699590946E-13
1527566.0582380733        1.5253724134333024E-12   8.917114649506724E-14
1531087.4616820288        1.4744902889594415E-12   6.815203241800918E-14
1534616.9827992942        1.4325555734755867E-12   5.3901066307317E-14
1538154.6403030357        1.397204762167282E-12    4.384547876592356E-14
1541700.4529495584        1.366796970395401E-12    3.651477196702208E-14
1545254.4395384141        1.340175743432699E-12    3.102417665085328E-14
1548816.6189124826        1.3165099016448407E-12   2.6817730053672352E-14
1552387.0099580816        1.2951898670654588E-12   2.353294845407644E-14
1555965.631605075         1.2757598537560748E-12   2.092590382844609E-14
1559552.5028269524        1.2578728697500658E-12   1.882790757967539E-14
1563147.6426409539        1.2412603144669564E-12   1.7119504476937075E-14
1566751.0701081501        1.2257110481140906E-12   1.571433434487742E-14
1570362.8043335516        1.2110567144037839E-12   1.454882128039821E-14
1573982.8644662197        1.1971612657982828E-12   1.3575414013033018E-14
1577611.26969935          1.183913362588277E-12    1.2758051652946905E-14
1581248.0392703826        1.1712207698110075E-12   1.2069059528067997E-14
1584893.1924611141        1.1590061643722705E-12   1.1486985196127072E-14
1588546.7485977774        1.1472039514626571E-12   1.0995065555073173E-14
1592208.72705117          1.135757812227261E-12    1.0580125840275724E-14
1595879.1472367337        1.1246187867336568E-12   1.0231779629247322E-14
1599558.028614668         1.1137437518788812E-12   9.941842411957168E-15
1603245.3906900417        1.1030941919843429E-12   9.703899474069889E-15
1606941.2530128788        1.0926351861737144E-12   9.512987511103767E-15
1610645.6351782698        1.0823345549236301E-12   9.365362026348894E-15
1614358.556826487         1.0721621208226512E-12   9.258331330092362E-15
1618080.0376430645        1.0620890471429978E-12   9.190144235269547E-15
1621810.09735893          1.052087223319709E-12    9.159923248559573E-15
1625548.755750485         1.0421286694553673E-12   9.167638819888014E-15
1629296.0326397214        1.0321849328310616E-12   9.214123513831658E-15
1633051.9478943346        1.0222264481546367E-12   9.301128211810765E-15
1636816.5214278102        1.012221829723678E-12    9.431426051105616E-15
1640589.7731995387        1.0021370573204094E-12   9.608974238723384E-15
1644371.7232149323        9.919345076157196E-13    9.839149799733192E-15
1648162.3915255067        9.81571767693939E-13     1.012908369379808E-14
1651961.798229015         9.710001447213262E-13    1.0488130068691955E-14
1655769.9634695293        9.601627521134612E-13    1.0928526160743882E-14
1659586.9074375597        9.489920019177758E-13    1.1466327593202292E-14
1663412.65037017          9.374062559054975E-13    1.2122750611842066E-14
1667247.2125510643        9.253052680233631E-13    1.2926129612375976E-14
1671090.614310707         9.12563861056043E-13     1.3914827946375597E-14
1674942.876026438         8.990229728383661E-13    1.514166545507018E-14
1678804.018122559         8.844766964475346E-13    1.668083168406115E-14
1682674.0610704673        8.686530664420519E-13    1.8639010926532536E-14
1686553.0253887423        8.511848091167493E-13    2.117392014061118E-14
1690440.9316432632        8.315634912277182E-13    2.4526474506866556E-14
1694337.8004473287        8.090652859599632E-13    2.907930071001912E-14
1698243.652461746         7.826265019010612E-13    3.5469285106657537E-14
1702158.50839495          7.506271803036175E-13    4.481896869870525E-14
1706082.3890031243        7.10502732318527E-13     5.925229532547561E-14
1710015.3150902863        6.580423022528118E-13    8.316389234601241E-14
1713957.3075084253        5.862578015513806E-13    1.2674601418668434E-13
1717908.3871575894        4.85155738741588E-13     2.172514813611918E-13
1721868.5749860061        3.61169059948671E-13     4.3802971389468047E-13
1725837.891990204         4.543425321148749E-13    9.6892401526307E-13
1729816.3592151033        1.3023468605359392E-12   1.0747966551063724E-12
1733803.9977541375        1.5120297621447046E-12   4.923503613176973E-13
1737800.8287493763        1.3853648143674186E-12   2.295254829954852E-13
1741806.8733916127        1.2743625948758713E-12   1.2660939842528877E-13
1745822.1529205039        1.19634026583778E-12     7.927480417423949E-14
1749846.6886246584        1.140267919770565E-12    5.424792663077797E-14
1753880.5018417602        1.0980726331184676E-12   3.958881173669501E-14
1757923.613958693         1.0649313186852407E-12   3.032775658970036E-14
1761976.046411631         1.0379455857646016E-12   2.413134842525182E-14
1766037.8206861638        1.0153073075400436E-12   1.97957856170879E-14
1770108.958317422         9.95842006322422E-13     1.6652114581994945E-14
1774189.4808901644        9.787579030209369E-13    1.4305727522872634E-14
1778279.410038923         9.635033849798745E-13    1.2512206266327831E-14
1782378.767448091         9.496829227692655E-13    1.1113898798719866E-14
1786487.5748520498        9.370056182959816E-13    1.0005595335703819E-14
1790605.8540352948        9.25252645957616E-13     9.115027110314289E-15
1794733.6268325248        9.14256015811184E-13     8.391318664497755E-15
1798870.9151287875        9.03884338723481E-13     7.797903454553164E-15
1803017.74085957          8.940330467383016E-13    7.308044544588502E-15
1807174.1260109257        8.846175219499885E-13    6.9019304158447395E-15
1811340.0926196026        8.755681695218247E-13    6.564754879371931E-15
1815515.662773137         8.668268205502478E-13    6.285431372557521E-15
1819700.8586099825        8.583440681423411E-13    6.05572754665968E-15
1823895.7023196383        8.500772802169724E-13    5.869680376434603E-15
1828100.2161427445        8.419891233347258E-13    5.723184859667199E-15
1832314.4223712112        8.340464803770675E-13    5.613649305199976E-15
1836538.3433483473        8.262196375851769E-13    5.539591868983339E-15
1840772.0014689544        8.184815350906823E-13    5.500066998849519E-15
1845015.4191794738        8.108067655549376E-13    5.493955973329139E-15
1849268.6189780796        8.031700685285924E-13    5.519464686101742E-15
1853531.6234148105        7.955445079574623E-13    5.574355131470868E-15
1857804.455091699         7.879000211932687E-13    5.65702536025364E-15
1862087.1366628655        7.802028190867692E-13    5.7677821442377864E-15
1866379.6908346694        7.724152492511974E-13    5.909525085403434E-15
1870682.1403658015        7.644952794440284E-13    6.087761187478578E-15
1874994.5080674174        7.563950917872556E-13    6.310448489507758E-15
1879316.8168032686        7.480587160662605E-13    6.5881443146290624E-15
1883649.089489802         7.394186894077666E-13    6.934680405687496E-15
1887991.3490962926        7.303915018660306E-13    7.368475812817361E-15
1892343.618644976         7.208712489853885E-13    7.914682206449885E-15
1896705.9212111484        7.107204662412646E-13    8.60859156819505E-15
1901078.2799232996        6.99756419594939E-13     9.501158791073509E-15
1905460.7179632483        6.87729880074546E-13     1.0668286677629886E-14
1909853.2585662368        6.742910484312216E-13    1.2227148479807751E-14
1914255.925021086         6.589325950921219E-13    1.4366411061445003E-14
1918668.740670291         6.408899204024016E-13    1.740574388327652E-14
1923091.7289101575        6.189567977958821E-13    2.1922061295197182E-14
1927524.9131909367        5.911225105963111E-13    2.9043364865469013E-14
1931968.3170169222        5.538057052681282E-13    4.121884738109329E-14
1936421.9639466067        5.001303795311591E-13    6.457890685437709E-14
1940885.8775927792        4.1619173352616063E-13   1.1786783033550416E-13
1945360.0816226613        2.8224776302005346E-13   2.764585989177751E-13
1949844.5997580455        3.317525181341021E-13    8.342584367750808E-13
1954339.4557753962        1.2113004025044875E-12   6.778097381543479E-13
1958844.673505989         1.1388010746546638E-12   2.1709861062831361E-13
1963360.2768360474        1.0098161469409583E-12   9.391359778759549E-14
1967886.289706843         9.31493122244182E-13     5.115324948726853E-14
1972422.7361148535        8.810700744909349E-13    3.2101708545170726E-14
1976969.640111862         8.457735254503108E-13    2.2123857971037115E-14
1981527.0258050968        8.193493155693889E-13    1.629589004573034E-14
1986094.9173573717        7.98516070163417E-13     1.2616710606291465E-14
1990673.3389871884        7.81415130050348E-13     1.0155689613279046E-14
1995262.3149688789        7.669226299575093E-13    8.434524836965427E-15
1999861.869632745         7.543214140838345E-13    7.187763496112426E-15
