% Model:              ModelMicPlate_Rh20um_hg5um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 26 2025, 17:26
% Dimension:          1
% Nodes:              593
% Expressions:        2
% Description:        Global
% freq (Hz)               Re xi all, Im xi all     Re xi all, Im xi all
2419999.999999999         3.1818909726436484E-13   5.310564283391574E-15
2426975.3534313794        3.139314673057982E-13    5.437325183999147E-15
2433970.812464208         3.0963031900340135E-13   5.609123423797431E-15
2440986.4350504065        3.052998341656046E-13    5.818772256206163E-15
2448022.279308953         3.009423394713862E-13    6.050528987677286E-15
2455078.4035263383        2.9654880172224405E-13   6.290693880887323E-15
2462154.866157064         2.921047772637117E-13    6.531892321551153E-15
2469251.725824105         2.875950246023676E-13    6.772199963257355E-15
2476369.041319423         2.8300527871939154E-13   7.012870711587727E-15
2483506.8716044407        2.783222984360373E-13    7.256569999989039E-15
2490665.275810516         2.73533296057649E-13     7.506398775720849E-15
2497844.3132394603        2.686252802475211E-13    7.765465177540758E-15
2505044.043364009         2.6358446873235206E-13   8.036748744734124E-15
2512264.5258283275        2.583957727947416E-13    8.323099567309115E-15
2519505.820448481         2.5304231086634436E-13   8.627294097604799E-15
2526767.9872129634        2.475049002202616E-13    8.952116651135073E-15
2534051.0862831734        2.4176147630886046E-13   9.300462968856406E-15
2541355.1779939216        2.3578638688288164E-13   9.675482242291155E-15
2548680.3228539117        2.2954950304477336E-13   1.0080796804574448E-14
2556026.581546271         2.230150840012993E-13    1.0520874009570471E-14
2563394.01492904          2.1614034065131387E-13   1.10016830067298E-14
2570782.684035658         2.0887369364711892E-13   1.1531858027920597E-14
2578192.6500755013        2.0115287901747734E-13   1.2124693056344615E-14
2585623.9744343706        1.929034219710442E-13    1.2801303326950953E-14
2593076.718675008         1.8403861885445495E-13   1.3594868107803639E-14
2600550.944537587         1.7446257947083194E-13   1.4554361175271687E-14
2608046.7139402563        1.6407623788643768E-13   1.574338586962543E-14
2615564.088979635         1.527798801571388E-13    1.7228884087820825E-14
2623103.1319313124        1.40458349022397E-13     1.9063565110098084E-14
2630663.9052503956        1.2694337706262675E-13   2.1283001628667446E-14
2638246.4715720057        1.1197421962214475E-13   2.3935140644515308E-14
2645850.893711807         9.518228777123433E-14    2.7127070772526853E-14
2653477.2346665068        7.6091846111195E-14      3.106061896677641E-14
2661125.557614408         5.4106880086670345E-14   3.605471393766392E-14
2668795.925915917         2.846361599714861E-14    4.2577043584407826E-14
2676488.403114054         -1.861005893168932E-15   5.1314303585086104E-14
2684203.052935009         -3.82981079401548E-14    6.331971971215763E-14
2691939.93928865          -8.292061679841545E-14   8.031047600418112E-14
2699699.1262690634        -1.38811403617392E-13    1.0527980213324871E-13
2707480.6781550613        -2.106277421107645E-13   1.4383551957018124E-13
2715284.659410749         -3.0530467899358417E-13  2.073819213328076E-13
2723111.1346860365        -4.317884178598032E-13   3.214033310822102E-13
2730960.1688171835        -5.913389828912292E-13   5.482939079878769E-13
2738831.826827316         -7.011340345147617E-13   1.036407332530914E-12
2746726.1739269993        -2.4958317544546594E-13  1.8420731507834497E-12
2754643.2755147587        9.61157803961318E-13     1.7559704972336317E-12
2762583.197177606         1.2983820409196046E-12   9.438769772205376E-13
2770546.0046916166        1.1590657936763074E-12   4.9254360846163E-13
2778531.7640224528        9.951209651447243E-13    2.855612008994931E-13
2786540.5413259184        8.687786804005946E-13    1.819362272036467E-13
2794572.4029484876        7.750075378181163E-13    1.2440519693171398E-13
2802627.4154278873        7.041642772232228E-13    8.965552745949331E-14
2810705.645493631         6.49190369709342E-13     6.724091051456045E-14
2818807.1600675536        6.054110850948584E-13    5.20182975272274E-14
2826932.0262644035        5.697372908886208E-13    4.1246113125204153E-14
2835080.3113923715        5.400851018995091E-13    3.3364116336763995E-14
2843252.082953662         5.150121619226501E-13    2.74351745913461E-14
2851447.4086450296        4.934943720868886E-13    2.287063692473733E-14
2859666.356358374         4.74787193741577E-13     1.9286653134018575E-14
2867908.9941812833        4.583376152719217E-13    1.6424985925398203E-14
2876175.3903975845        4.4372695646489533E-13   1.4107402854620044E-14
2884465.6134879403        4.3063289486584146E-13   1.2208403451109125E-14
2892779.7321303957        4.1880381218092787E-13   1.0638344785209351E-14
2901117.8152009565        4.080412692136187E-13    9.332580514929023E-15
2909479.9317741385        3.981879416373929E-13    8.24399749446002E-15
2917866.1511235735        3.891190994323774E-13    7.33727554937135E-15
2926276.5427225605        3.8073596094628147E-13   6.583914225694734E-15
2934711.176244652         3.7295942224676187E-13   5.957982071110574E-15
2943170.121564209         3.657234125610337E-13    5.43355581475546E-15
2951653.4487570142        3.589686665130998E-13    4.9850124925931574E-15
2960161.2281008353        3.5263885122894567E-13   4.5899561207042185E-15
2968693.530075989         3.466802473321648E-13    4.232736271129636E-15
2977250.425365961         3.410442643793973E-13    3.906261484750726E-15
2985831.984857967         3.3569097135303173E-13   3.61093506356345E-15
2994438.2796435533        3.3059150614614044E-13   3.3505790509797916E-15
3003069.38101916          3.257269654550447E-13    3.1267949492997668E-15
3011725.360486749         3.2108326716698386E-13   2.9355446357842373E-15
3020406.2897543777        3.1664569185884223E-13   2.7686576017426E-15
3029112.2407367746        3.1239718304870843E-13   2.6179239028965665E-15
3037843.2855559723        3.0831993860896976E-13   2.477706146456176E-15
3046599.496541881         3.0439740192390105E-13   2.3450954110687695E-15
3055380.946232897         3.0061518317020193E-13   2.2189485256296847E-15
3064187.707376484         2.9696107337767606E-13   2.0989593793996065E-15
3073019.852929807         2.934246897081522E-13    1.9851026440203765E-15
3081877.456060323         2.899970806524552E-13    1.877382342758727E-15
3090760.590146366         2.866704057291891E-13    1.7757509563380739E-15
3099669.3287777924        2.834377026914854E-13    1.6801055543870786E-15
3108603.745756567         2.802927252639499E-13    1.5903118776053834E-15
3117563.915097385         2.772298320209059E-13    1.5062341220607726E-15
3126549.9110282618        2.742439121148598E-13    1.4277609013545649E-15
3135561.8079911843        2.7133033808801183E-13   1.3548225334421377E-15
3144599.6806427035        2.6848493911656225E-13   1.2873955761155323E-15
3153663.6038545645        2.6570398729740153E-13   1.2254900369221524E-15
3162753.6527143028        2.62984187480809E-13     1.1691151592372258E-15
3171869.9025259023        2.6032265662865986E-13   1.1182233116659151E-15
3181012.428810403         2.577168770095154E-13    1.0726397233957536E-15
3190181.307306505         2.551646114978536E-13    1.0319971221461006E-15
3199376.6139712343        2.5266378329609286E-13   9.957025804844078E-16
3208598.424980549         2.5021234232704936E-13   9.629602629001632E-16
3217846.816729981         2.478081547343773E-13    9.328545325379432E-16
3227121.865835243         2.454489481555174E-13    9.044716138949358E-16
3236423.6491329023        2.431323232188806E-13    8.77021910124086E-16
3245752.2436809996        2.408558152460982E-13    8.499300984731153E-16
3255107.726759665         2.386169778107555E-13    8.228806586191227E-16
3264490.1758717997        2.364134652777198E-13    7.958263357587873E-16
3273899.66874369          2.3424310782303923E-13   7.689736129097726E-16
3283336.283325666         2.321039845610854E-13    7.427508513016018E-16
3292800.09779272          2.299944993767544E-13    7.17749083502238E-16
3302291.1905451943        2.27913445553956E-13     6.94616575758472E-16
3311809.6402094103        2.2586001964344225E-13   6.739025211455753E-16
3321355.5256383           2.2383373898601276E-13   6.558868306430698E-16
3330928.9259120994        2.2183425765942108E-13   6.404735281995563E-16
3340529.9203389776        2.1986114615298145E-13   6.272142063308074E-16
3350158.5884557054        2.1791373632319398E-13   6.154541536691349E-16
3359815.010028289         2.1599109054130198E-13   6.045196254908191E-16
3369499.2650526706        2.1409207411359488E-13   5.938577886237674E-16
3379211.4337553643        2.1221546454811776E-13   5.830929619923156E-16
3388951.5965941334        2.1036004150849195E-13   5.720161584522709E-16
3398719.8342586313        2.085246350654504E-13    5.605458639342179E-16
3408516.227671109         2.0670813775398352E-13   5.486936963429461E-16
3418340.8579870667        2.0490950455609496E-13   5.365550973817837E-16
3428193.8065959043        2.031277792928131E-13    5.243163378135229E-16
3438075.155121638         2.0136215602746155E-13   5.122146851028004E-16
3447984.9854235477        1.9961196973151171E-13   5.00417617730337E-16
3457923.3795968695        1.9787654694833702E-13   4.889820403206723E-16
3467890.4199734484        1.9615511728241507E-13   4.779990795287231E-16
3477886.1891224617        1.9444692055098064E-13   4.677377124801826E-16
3487910.7698510825        1.9275141318704455E-13   4.586391715409394E-16
3497964.2452051444        1.9106845688798605E-13   4.511004172639524E-16
3508046.6984698703        1.8939823408473637E-13   4.450413305140136E-16
3518158.2131705373        1.8774064336370005E-13   4.3969795122773627E-16
3528298.8730731797        1.860947529733158E-13    4.342070930507817E-16
3538468.762185257         1.8445915125148104E-13   4.283668816452595E-16
3548667.964756389         1.828326797647346E-13    4.226363611499928E-16
3558896.565279038         1.812147323142339E-13    4.176651676411245E-16
3569154.6484891814        1.7960517201065373E-13   4.138933862881301E-16
3579442.29936706          1.7800408317275496E-13   4.1128916360584324E-16
3589759.603137852         1.764113633234447E-13    4.0926389177082673E-16
3600106.645272396         1.748263000327358E-13    4.0695796078933075E-16
3610483.5114878654        1.732475407844947E-13    4.0381961632754305E-16
3620890.287748526         1.7167355771276816E-13   3.999590400032314E-16
3631327.0602664175        1.7010314490604122E-13   3.9599683974583637E-16
3641793.9155020835        1.685355924457876E-13    3.926849994337545E-16
3652290.9401652557        1.6697061426162058E-13   3.9058758248203615E-16
3662818.2212156197        1.6540814924515073E-13   3.8984151637979347E-16
3673375.845863511         1.6384799084375406E-13   3.90044661451116E-16
3683963.901570616         1.6228936280762548E-13   3.905124393689627E-16
3694582.47605074          1.6073091053047005E-13   3.908413175442039E-16
3705231.657270508         1.5917118291219545E-13   3.911653605713587E-16
3715911.5334501024        1.5760900038507456E-13   3.918932241804914E-16
3726622.193063969         1.5604341833023663E-13   3.933803266397237E-16
3737363.7248415914        1.5447353161950522E-13   3.9582667854358145E-16
3748136.2177682067        1.5289834928371073E-13   3.9933624693456998E-16
3758939.761085517         1.5131678724223804E-13   4.039954136205336E-16
3769774.444292475         1.4972771530715012E-13   4.09874782819512E-16
3780640.3571459977        1.4812995544350468E-13   4.1696240187976116E-16
3791537.5896617216        1.4652220619651735E-13   4.2511591333707095E-16
3802466.232114719         1.4490295269092075E-13   4.340723678396298E-16
3813426.375040293         1.4327039637053961E-13   4.434852702541029E-16
3824418.1092347032        1.416223892188088E-13    4.529695607946364E-16
3835441.5257558944        1.399563594935135E-13    4.621735366790544E-16
3846496.7159242993        1.3826925267457226E-13   4.709098441827826E-16
3857583.771323562         1.365575560593066E-13    4.793503772687437E-16
3868702.783801313         1.3481749153229545E-13   4.882074590195552E-16
3879853.8454698995        1.3304537093975034E-13   4.987182153179018E-16
3891037.0487071937        1.3123789234325456E-13   5.122757004866746E-16
3902252.486157337         1.2939203898187703E-13   5.298402752823019E-16
3913500.2507314817        1.2750451426701639E-13   5.515583673537186E-16
3924780.4356086086        1.2557107048131772E-13   5.768650879385446E-16
3936093.1342362682        1.235861129568466E-13    6.049040251844034E-16
3947438.44033137          1.2154261988068898E-13   6.349245063438241E-16
3958816.447880927         1.1943218471001221E-13   6.664897578149303E-16
3970227.251142882         1.1724500831966628E-13   6.995241552631427E-16
3981670.9446468567        1.1496977140144582E-13   7.342857748684777E-16
3993147.6231949516        1.1259337868061768E-13   7.713261131529409E-16
