% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 14:31
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(w2)
1.699360341151386E-4      3.0884235000064767E-13
1.7036247334754797E-4     3.094388153048489E-13
1.7078891257995735E-4     3.100258434438885E-13
1.7121535181236673E-4     3.106034344177663E-13
1.7164179104477612E-4     3.111715882264824E-13
1.720682302771855E-4      3.1172983611695264E-13
1.7249466950959488E-4     3.1227772708897916E-13
1.7292110874200426E-4     3.1281526114256184E-13
1.7334754797441364E-4     3.133424382777007E-13
1.7377398720682302E-4     3.138592584943959E-13
1.742004264392324E-4      3.143657217926472E-13
1.7462686567164178E-4     3.148618281724548E-13
1.7505330490405116E-4     3.153471121814636E-13
1.7547974413646055E-4     3.158211434979139E-13
1.7590618336886993E-4     3.162839221218058E-13
1.763326226012793E-4      3.1673544805313917E-13
1.767590618336887E-4      3.1717572129191413E-13
1.7718550106609807E-4     3.1760474183813054E-13
1.7761194029850745E-4     3.180225096917886E-13
1.7803837953091683E-4     3.184285668941402E-13
1.784648187633262E-4      3.188225082412968E-13
1.788912579957356E-4      3.192043337332584E-13
1.7931769722814497E-4     3.19574043370025E-13
1.7974413646055436E-4     3.199316371515968E-13
1.8017057569296374E-4     3.202771150779733E-13
1.8059701492537312E-4     3.20610477149155E-13
1.810234541577825E-4      3.2093127715807565E-13
1.8144989339019188E-4     3.212391394122495E-13
1.8187633262260126E-4     3.2153406391167653E-13
1.8230277185501064E-4     3.218160506563567E-13
1.8272921108742002E-4     3.2208509964629026E-13
1.831556503198294E-4      3.2234121088147675E-13
1.8358208955223879E-4     3.2258438436191665E-13
1.8400852878464817E-4     3.228141899339819E-13
1.8443496801705755E-4     3.23030285727445E-13
1.8486140724946693E-4     3.2323267174230613E-13
1.852878464818763E-4      3.234213479785653E-13
1.857142857142857E-4      3.2359631443622246E-13
1.8614072494669507E-4     3.2375757111527756E-13
1.8656716417910445E-4     3.239051180157307E-13
1.8699360341151383E-4     3.2403854534829724E-13
1.8742004264392321E-4     3.2415754927131E-13
1.878464818763326E-4      3.2426212978476894E-13
1.8827292110874198E-4     3.243522868886742E-13
1.8869936034115136E-4     3.244280205830258E-13
1.8912579957356074E-4     3.244893308678235E-13
1.8955223880597012E-4     3.2453621774306753E-13
1.899786780383795E-4      3.2456829607675695E-13
1.904051172707889E-4      3.2458530412797224E-13
1.9083155650319826E-4     3.2458724189671315E-13
1.9125799573560764E-4     3.245741093829799E-13
1.9168443496801702E-4     3.2454590658677245E-13
1.9211087420042643E-4     3.2450263350809067E-13
1.9253731343283581E-4     3.2444429014693467E-13
1.929637526652452E-4      3.243705202740416E-13
1.9339019189765455E-4     3.242811081633251E-13
1.9381663113006393E-4     3.2417605381478506E-13
1.942430703624733E-4      3.240553572284215E-13
1.9466950959488272E-4     3.2391901840423465E-13
1.9509594882729207E-4     3.2376703734222423E-13
1.9552238805970145E-4     3.2359941404239035E-13
1.9594882729211084E-4     3.2341582534932797E-13
1.9637526652452024E-4     3.232161052826717E-13
1.968017057569296E-4      3.2300025384242134E-13
1.97228144989339E-4       3.227682710285772E-13
1.9765458422174841E-4     3.2252015684113915E-13
1.980810234541578E-4      3.2225591128010706E-13
1.9850746268656718E-4     3.219755343454811E-13
1.9893390191897656E-4     3.2167874002362665E-13
1.9936034115138594E-4     3.213654156070275E-13
1.9978678038379532E-4     3.2103556109568373E-13
2.002132196162047E-4      3.2068917648959537E-13
2.0063965884861408E-4     3.2032626178876253E-13
2.0106609808102346E-4     3.1994681699318485E-13
2.0149253731343284E-4     3.195508421028627E-13
2.0191897654584222E-4     3.191380921866486E-13
2.023454157782516E-4      3.187085111104851E-13
2.0277185501066093E-4     3.1826209887437223E-13
2.0319829424307034E-4     3.177988554783099E-13
2.0362473347547972E-4     3.1731878092229835E-13
2.0405117270788908E-4     3.1682187520633726E-13
2.0447761194029846E-4     3.163081383304268E-13
2.0490405117270784E-4     3.157773702325931E-13
2.0533049040511725E-4     3.152295744097089E-13
2.057569296375266E-4      3.146647508617743E-13
2.06183368869936E-4       3.140828995887893E-13
2.0660980810234542E-4     3.1348402059075393E-13
2.070362473347548E-4      3.128681138676681E-13
2.0746268656716418E-4     3.122351794195319E-13
2.0788912579957356E-4     3.1158506566447497E-13
2.0831556503198294E-4     3.1091783852558775E-13
2.087420042643923E-4      3.1023349800287034E-13
2.091684434968017E-4      3.0953204409632267E-13
2.0959488272921106E-4     3.0881347680594486E-13
2.1002132196162044E-4     3.0807779613173675E-13
2.1044776119402982E-4     3.073250020736985E-13
2.108742004264392E-4      3.0655499494309565E-13
2.1130063965884858E-4     3.0576790560831057E-13
2.1172707889125793E-4     3.049637340693433E-13
2.1215351812366734E-4     3.0414248032619377E-13
2.1257995735607672E-4     3.0330414437886214E-13
2.130063965884861E-4      3.024487262273482E-13
2.1343283582089549E-4     3.015762258716521E-13
2.1385927505330487E-4     3.0068659871030437E-13
2.1428571428571422E-4     2.9978004278761583E-13
2.147121535181236E-4      2.988565581035866E-13
2.1513859275053298E-4     2.979161446582166E-13
2.155650319829424E-4      2.9695880245150595E-13
2.1599147121535174E-4     2.9598453148345447E-13
2.1641791044776113E-4     2.949933317540623E-13
2.168443496801705E-4      2.939852167065405E-13
2.172707889125799E-4      2.9296045349249095E-13
2.1769722814498927E-4     2.919190421119137E-13
2.1812366737739865E-4     2.9086098256480873E-13
2.1855010660980803E-4     2.8978627485117604E-13
2.1897654584221744E-4     2.886949189710156E-13
2.1940298507462682E-4     2.875869149243275E-13
2.1982942430703623E-4     2.8646233690260365E-13
2.2025586353944558E-4     2.853215227894761E-13
2.2068230277185494E-4     2.8416447258494475E-13
2.2110874200426437E-4     2.8299118628900967E-13
2.2153518123667375E-4     2.8180166390167085E-13
2.2196162046908313E-4     2.8059590542292823E-13
2.2238805970149251E-4     2.7937391085278183E-13
2.228144989339019E-4      2.781358175667573E-13
2.2324093816631128E-4     2.76882035492728E-13
2.2366737739872063E-4     2.7561256463069396E-13
2.2409381663113E-4        2.7432740498065517E-13
2.245202558635394E-4      2.730265565426117E-13
2.2494669509594877E-4     2.717100193165634E-13
2.2537313432835815E-4     2.7037779330251043E-13
2.2579957356076756E-4     2.690300812149071E-13
2.2622601279317692E-4     2.6766736602359493E-13
2.2665245202558627E-4     2.6628964772857397E-13
2.270788912579957E-4      2.648969263298443E-13
2.275053304904051E-4      2.634892018274058E-13
2.2793176972281447E-4     2.620664742212585E-13
2.2835820895522385E-4     2.606287435114024E-13
2.2878464818763323E-4     2.5917627961593E-13
2.292110874200426E-4      2.577096392281582E-13
2.29637526652452E-4       2.5622882234808696E-13
2.3006396588486137E-4     2.547338289757165E-13
2.3049040511727075E-4     2.532246591110466E-13
2.3091684434968014E-4     2.517013127540773E-13
2.3134328358208952E-4     2.501637899048087E-13
2.3176972281449892E-4     2.4861242925403754E-13
2.3219616204690828E-4     2.470478615855405E-13
2.3262260127931766E-4     2.454700868993173E-13
2.3304904051172707E-4     2.4387910519536825E-13
2.3347547974413645E-4     2.4227491647369326E-13
2.3390191897654586E-4     2.406575207342922E-13
2.3432835820895524E-4     2.390269179771652E-13
2.3475479744136462E-4     2.373835169269567E-13
2.3518123667377397E-4     2.3572802252155344E-13
2.3560767590618333E-4     2.340604347609554E-13
2.3603411513859274E-4     2.3238075364516246E-13
2.364605543710021E-4      2.3068897917417487E-13
2.3688699360341147E-4     2.289851113479924E-13
2.3731343283582085E-4     2.2726915016661519E-13
2.3773987206823026E-4     2.2554157534592231E-13
2.381663113006396E-4      2.2380316573894802E-13
2.38592750533049E-4       2.2205392134569235E-13
2.390191897654584E-4      2.2029384216615523E-13
2.3944562899786778E-4     2.1852292820033678E-13
2.3987206823027716E-4     2.1674117944823684E-13
2.4029850746268655E-4     2.1494859590985555E-13
2.4072494669509595E-4     2.1314572894332054E-13
2.4115138592750533E-4     2.113334307895018E-13
2.415778251599147E-4      2.095117014483994E-13
2.420042643923241E-4      2.0768054092001327E-13
2.4243070362473348E-4     2.0583994920434346E-13
2.4285714285714283E-4     2.0398992630138987E-13
2.432835820895522E-4      2.0213047221115263E-13
2.4371002132196162E-4     2.002622102807238E-13
2.44136460554371E-4       1.9838606533634567E-13
