% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:54
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(xi)
2.118721256476216E-4      2.3663761059289575E-11
2.1229993086292436E-4     2.3517836132755578E-11
2.127277360782272E-4      2.3371246944723874E-11
2.1315554129353E-4        2.3223993495194478E-11
2.1358334650883282E-4     2.3076127292101423E-11
2.140111517241356E-4      2.292770099096946E-11
2.144389569394384E-4      2.2778714591798597E-11
2.1486676215474123E-4     2.262916809458883E-11
2.1529456737004406E-4     2.2479061499340166E-11
2.1572237258534683E-4     2.232839480605259E-11
2.1615017780064966E-4     2.2177168014726117E-11
2.1657798301595246E-4     2.2025433530967895E-11
2.1700578823125526E-4     2.1873244477814896E-11
2.1743359344655804E-4     2.172060085526711E-11
2.1786139866186087E-4     2.1567502663324543E-11
2.1828920387716367E-4     2.1413949901987207E-11
2.1871700909246647E-4     2.1259942571255078E-11
2.1914481430776927E-4     2.1105480671128173E-11
2.1957261952307208E-4     2.0950617274076373E-11
2.2000042473837488E-4     2.0795405738622823E-11
2.2042822995367768E-4     2.0639846064767522E-11
2.2085603516898048E-4     2.048393825251047E-11
2.212838403842833E-4      2.032768230185168E-11
2.2171164559958608E-4     2.017107821279113E-11
2.2213945081488891E-4     2.0014125985328838E-11
2.2256725603019174E-4     1.985687912614114E-11
2.2299506124549454E-4     1.9699390997184356E-11
2.2342286646079735E-4     1.9541661598458488E-11
2.2385067167610018E-4     1.9383690929963532E-11
2.24278476891403E-4       1.9225478991699497E-11
2.247062821067058E-4      1.906702578366637E-11
2.251340873220086E-4      1.890833130586416E-11
2.2556189253731144E-4     1.8749449265680685E-11
2.259896977526142E-4      1.8590432797427237E-11
2.2641750296791701E-4     1.8431281901103806E-11
2.2684530818321982E-4     1.8271996576710395E-11
2.2727311339852262E-4     1.8112576824247013E-11
2.2770091861382545E-4     1.7953022643713652E-11
2.2812872382912825E-4     1.779333403511031E-11
2.2855652904443108E-4     1.7633564673205117E-11
2.2898433425973385E-4     1.7473767235565492E-11
2.2941213947503665E-4     1.7313941722191434E-11
2.2983994469033948E-4     1.7154088133082945E-11
2.3026774990564229E-4     1.699420646824003E-11
2.306955551209451E-4      1.6834296727662678E-11
2.311233603362479E-4      1.6674358911350897E-11
2.3155116555155072E-4     1.6514446429296787E-11
2.319789707668535E-4      1.6354611276183367E-11
2.324067759821563E-4      1.619485345201063E-11
2.328345811974591E-4      1.6035172956778584E-11
2.3326238641276193E-4     1.5875569790487232E-11
2.336901916280647E-4      1.571604395313656E-11
2.3411799684336753E-4     1.5556595444726578E-11
2.3454580205867033E-4     1.5397277180488914E-11
2.3497360727397316E-4     1.5238140250016422E-11
2.354014124892759E-4      1.5079184653309095E-11
2.3582921770457876E-4     1.492041039036694E-11
2.3625702291988157E-4     1.476181746118996E-11
2.3668482813518437E-4     1.460340586577814E-11
2.3711263335048717E-4     1.4445175604131499E-11
2.3754043856578997E-4     1.4287178869896073E-11
