% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 12:27
% Dimension:          1
% Nodes:              555
% Expressions:        2
% Description:        Global
% f (Hz)                  ,                        , 
235357.38822457343        6.966195243989049E-11    2.3330773807769578E-11
236443.74856908878        6.841628040022736E-11    2.2316992660036445E-11
237535.12332512165        6.718834654217268E-11    2.1344938846749077E-11
238631.53563814302        6.597818217119612E-11    2.0412833286121384E-11
239733.00876045992        6.478578268381362E-11    1.951898270144012E-11
240839.56605170676        6.361111181828549E-11    1.866177502864812E-11
241951.2309793415         6.245410545075632E-11    1.7839675046635832E-11
243068.02711914157        6.131467496590299E-11    1.7051220218825143E-11
244189.97815570666        6.019271025951653E-11    1.6295016750720208E-11
245317.10788295916        5.908808240310679E-11    1.556973585471035E-11
246449.44020464973        5.80006460107705E-11     1.4874110216802297E-11
247586.99913486216        5.693024133005502E-11    1.4206930656108734E-11
248729.80879852574        5.587669610142503E-11    1.3567042977019723E-11
249877.89343192492        5.4839827199197465E-11   1.2953345001053834E-11
249999.99999999994        5.473080013872741E-11    1.2889732787267559E-11
252894.8635649745         5.2214605158842836E-11   1.1469595031912646E-11
255823.24807018833        4.979806072618817E-11    1.0190851535409375E-11
258785.5416698357         4.7477728096148884E-11   9.039930743681656E-12
261782.13701272456        4.5250022037851363E-11   8.004649335697185E-12
264813.43129432236        4.3111261928960526E-11   7.074044729526245E-12
267879.82630940166        4.1057707429862267E-11   6.2382324862024715E-12
270981.7285053009         3.908558274091786E-11    5.4882849305364545E-12
274119.5490357962         3.71910923891678E-11     4.816127753506431E-12
277293.70381560014        3.537043062752633E-11    4.214451784065452E-12
280504.61357549066        3.361978588323089E-11    3.67663753482293E-12
283752.7039180785         3.193534115575253E-11    3.1966905056105157E-12
287038.40537422034        3.0313270865141654E-11   2.7691855906225197E-12
290362.15346008586        2.8749734302141134E-11   2.3892192598543066E-12
293724.3887348825         2.7240865547074797E-11   2.0523684886620914E-12
297125.55685925466        2.578275946359742E-11    1.7546556938801556E-12
300566.1086543532         2.437145310607782E-11    1.4925192052845045E-12
304046.5001615919         2.3002901597933625E-11   1.262789076396448E-12
307567.1927030952         2.1672947194792093E-11   1.0626683312482162E-12
311128.652942846          2.037727980321459E-11    8.897200781555948E-13
314731.35294854146        1.9111386658036438E-11   7.418613401519735E-13
318375.77025416563        1.787048805528924E-11    6.17364998934871E-13
322062.3879232836         1.664945493556148E-11    5.148720158198492E-13
325791.69461307494        1.5442702541757993E-11   4.334172045107764E-13
329564.1846391018         1.424405211444256E-11    3.724734964619871E-13
333380.35804083094        1.3046549302577635E-11   3.32022206303014E-13
337240.72064791323        1.184222310038184E-11    3.1266085451213785E-13
341145.78414723085        1.0621761840944887E-11   3.1576665158775613E-13
345096.0661507209         9.374071658854748E-12    3.437445935753687E-13
349092.090263984          8.085665642610201E-12    4.004075722571673E-13
353134.3861556888         6.739804835867634E-12    4.915682173241198E-13
357223.4896277758         5.31526900349261E-12     6.25980610211756E-13
361359.9426864819         3.7845651558233046E-12   8.16879443818637E-13
365544.2936141795         2.1112681769978446E-12   1.0845774628946865E-12
369777.09704205167        2.460054572827974E-13    1.4610164280036605E-12
374058.9140236081         -1.8796789115306894E-12  1.9980966294706186E-12
378390.3121090517         -4.362680509653525E-12   2.7837123824167395E-12
382771.8654205071         -7.342002928264455E-12   3.974465825457046E-12
387204.1547281206         -1.1015183968986168E-11  5.86688014392652E-12
391687.7675270374         -1.5638776784885283E-11  9.063126598762144E-12
396223.2981152784         -2.140004728103275E-11   1.4874992112517484E-11
400811.3476725103         -2.754569310421115E-11   2.6231052583411355E-11
405452.52433973236        -2.802763705749116E-11   4.80363420774636E-11
410147.44329988456        -4.062274675152563E-12   7.304448940169837E-11
414896.7268593898         3.3499880228546296E-11   6.428762356660945E-11
419701.0045306396         4.451786306405858E-11    3.913965333736117E-11
424560.9131154364         4.1489821340353373E-11   2.3228242335134167E-11
429477.09678939724        3.640680986387128E-11    1.4789872339857713E-11
434450.20718734397        3.193193420214821E-11    1.0109156781419634E-11
439480.90348967316        2.832324510429211E-11    7.31306051226834E-12
444569.85250973055        2.5427155214572466E-11   5.527721056008401E-12
449717.7287821967         2.3068348349710408E-11   4.3239329001653115E-12
454925.2146524955         2.1110408398790324E-11   3.4759193809430205E-12
460193.0003672385         1.9454631827375733E-11   2.8570730906036606E-12
465521.78416571626        1.803026485184628E-11    2.392356714063816E-12
470912.2723724504         1.6786063060713296E-11   2.035156765364784E-12
476365.17949081195        1.5684267390701756E-11   1.7553422772173204E-12
481881.22829773405        1.46964997766792E-11     1.5327719416538997E-12
487461.14993951126        1.3800980928953298E-11   1.353598413342597E-12
493105.6840287132         1.2980622995711827E-11   1.2080802041208964E-12
498815.57874221954        1.2221695446113804E-11   1.0892424707308832E-12
499999.99999999994        1.2071918094494028E-11   1.067587068526232E-12
503852.4070680516         1.1600688124968111E-11   1.0033498718391745E-12
507734.4962165402         1.1147923639829572E-11   9.472559104374E-13
511646.4961403767         1.0711023350770316E-11   8.984516647553088E-13
515588.6372965279         1.0287552015771285E-11   8.56262883492059E-13
519561.1519175845         9.875179349666666E-12    8.201725718306936E-13
523564.2740254492         9.471619846946326E-12    7.898073064978357E-13
527598.2394451202         9.074569951326861E-12    7.649313771383301E-13
531663.2858185802         8.681638401122017E-12    7.454490635800206E-13
535759.6526188034         8.290264448567382E-12    7.314163233179075E-13
539887.5811638546         7.897616742025996E-12    7.230644829119124E-13
544047.3146311137         7.500462544786581E-12    7.208405245271335E-13
548239.0980715925         7.094991878025107E-12    7.254718030906814E-13
552463.178424379          6.67657277022163E-12     7.380685803617113E-13
556719.8045311809         6.239399588537822E-12    7.602876888216485E-13
561009.2271509814         5.7759717546392185E-12   7.945991690880332E-13
565331.6989748199         5.2762958714378066E-12   8.447339318234417E-13
569687.4746406684         4.726621864883004E-12    9.164649351229607E-13
574076.8107484408         4.1073639006878784E-12   1.019036624512976E-12
578499.9658751057         3.3895328291215344E-12   1.167936091519402E-12
582957.2005899155         2.5283200730543467E-12   1.3906582551524915E-12
587448.777469765          1.4509635735370785E-12   1.739795962816971E-12
591974.9611146507         3.273708520268578E-14    2.326228157651056E-12
596536.0181632673         -1.9506205498457396E-12  3.4160606516676578E-12
601132.2173087065         -4.890599771611984E-12   5.769708708658176E-12
605763.8293142937         -8.976045005085607E-12   1.2066026730642522E-11
610431.1270295358         -5.8649080454810105E-12  2.999661217208255E-11
615134.3854061905         2.3224153679445733E-11   2.7383063201627065E-11
619873.8815144727         2.342692360967455E-11    9.688344313374074E-12
624649.8945593665         1.8663014070019477E-11   4.12778138685398E-12
629462.705897083          1.5528996621127388E-11   2.1753440035721635E-12
634312.59905163           1.3485292680596837E-11   1.318894131345062E-12
639199.8597315114         1.2060290941667674E-11   8.796053241397502E-13
644124.7758465674         1.100462240854712E-11    6.28439906241807E-13
649087.6375249244         1.018382840501008E-11    4.730912022734891E-13
654088.7371300963         9.520811287885222E-12    3.7115040421199007E-13
659128.3692782036         8.968654434725836E-12    3.0112542241008254E-13
664206.8308553251         8.497303432809514E-12    2.512858526267006E-13
669324.421034997          8.08666779989928E-12     2.1487434783441105E-13
674481.4412958266         7.722880921937412E-12    1.878453582573241E-13
679678.1954392634         7.396171672356833E-12    1.6762561236667088E-13
684914.989607485          7.0994353084417825E-12   1.5233472313133068E-13
690192.1323014419         6.827146151418433E-12    1.4051455224883554E-13
695509.9343990267         6.574834623470574E-12    1.3120746033436215E-13
700868.7091733846         6.338949487162907E-12    1.238771302251486E-13
706268.7723113777         6.116684580625225E-12    1.1820753897688504E-13
711710.4419321707         5.905763622241175E-12    1.139856393040925E-13
717194.038605982          5.7042721444900864E-12   1.1106268455795355E-13
722719.8853729639         5.510541357942002E-12    1.0934363002194145E-13
728288.3077622285         5.323063010941861E-12    1.0878403559773797E-13
733899.6338110352         5.140419434258907E-12    1.0939041091419204E-13
739554.1940841035         4.961218748677154E-12    1.1122439498128031E-13
745252.3216930988         4.784027447472682E-12    1.1441231307188618E-13
750994.3523162436         4.607292194420923E-12    1.1916263293188353E-13
756780.6242181035         4.429240086034475E-12    1.257956298501352E-13
762611.4782695097         4.247741106450095E-12    1.347929993956593E-13
768487.2579676354         4.0601059619488144E-12   1.4688186353426878E-13
774408.3094562413         3.862772301757849E-12    1.6318131734951764E-13
780374.9815460556         3.650792363477972E-12    1.854693107582099E-13
786387.625735333          3.4169519954835388E-12   2.1669637199844984E-13
792446.596230557          3.1501678755600482E-12   2.620455595337692E-13
798552.2499673011         2.832378253496044E-12    3.313187516084034E-13
800000.0000000003         2.746939806590465E-12    3.5300421602741516E-13
803692.632222716          2.505360354067505E-12    4.218015026498118E-13
807402.308861347          2.2181669699244374E-12   5.187718995029123E-13
811129.1085893443         1.8661165511142504E-12   6.618977969289779E-13
814873.1104432939         1.4191361202627646E-12   8.861043798059784E-13
818634.3938246032         8.302346913141456E-13    1.2659965795625208E-12
822413.0385011783         3.5180871481160114E-14   1.9805844696143375E-12
826209.1246091188         -9.643268780861743E-13   3.5134084991978913E-12
830022.7326544104         -1.2770525514341126E-12  7.080628934102045E-12
833853.9435146432         3.8952747268535786E-12   1.1355238848067843E-11
837702.8384407192         9.59976491351671E-12     7.159772929844633E-12
841569.4990585791         9.172726939169068E-12    3.2077216743237497E-12
845454.0073709271         7.965180366358745E-12    1.61018577990889E-12
849356.4457589797         7.049024884844419E-12    9.21574597888321E-13
853276.8969842058         6.394323337356571E-12    5.807882607300907E-13
857215.444190086          5.911653837948175E-12    3.923536924527696E-13
861172.1709038683         5.541139100421923E-12    2.79160621424019E-13
865147.1610383504         5.246143316986394E-12    2.0678940196764483E-13
869140.4988936519         5.003911430167139E-12    1.5824945722455214E-13
873152.2691590061         4.799817956994661E-12    1.244536742954748E-13
877182.5569145484         4.624120151453275E-12    1.0021866974742441E-13
881231.447633132          4.470109989881172E-12    8.242842073437209E-14
885299.0271821326         4.333030948712256E-12    6.912656791927093E-14
889385.381825274          4.209421394758309E-12    5.903930331650985E-14
893490.5982244493         4.0967033623514036E-12   5.131125899785377E-14
897614.7634415707         3.992917110057069E-12    4.535271339955476E-14
901757.9649404079         3.896545000852513E-12    4.074777862669258E-14
905920.2905884465         3.806391697493217E-12    3.719738339815175E-14
910101.8286587452         3.721500794459839E-12    3.4482830196066036E-14
914302.6678318174         3.641095580373344E-12    3.2441906022567306E-14
918522.8971975057         3.564536115507399E-12    3.0952870519363216E-14
922762.6062568747         3.491287541612132E-12    2.992351379889256E-14
927021.8849241013         3.420896243353534E-12    2.928355396102553E-14
931300.823528393          3.3529715629814402E-12   2.897928384900473E-14
935599.5128158963         3.2871714699797404E-12   2.89697664645344E-14
939918.0439516247         3.223191046431893E-12    2.922412232035282E-14
944256.5085213842         3.1607529507593877E-12   2.9719608674532285E-14
948614.9985337281         3.0995992193800636E-12   3.044029448293815E-14
952993.6064218994         3.0394838885031363E-12   3.137620678288588E-14
957392.4250457959         2.98016598475279E-12     3.2522877283397115E-14
961811.5476939309         2.9214024520519304E-12   3.3881261236683714E-14
966251.0680854243         2.8629405540208283E-12   3.54580413121753E-14
970711.0803719814         2.8045092085482897E-12   3.726637414091919E-14
975191.6791398943         2.7458085566808332E-12   3.9327194892649746E-14
979692.9594120395         2.686496808276939E-12    4.167127815398156E-14
984215.0166499054         2.6261729830058203E-12   4.434238200277097E-14
988757.946755608          2.5643534735172324E-12   4.740201279752665E-14
993321.8460739299         2.500439210647247E-12    5.093670817711967E-14
997906.811394355          2.43366826302723E-12     5.506937568774318E-14
1000000                   2.4020828533855148E-12   5.719309438425814E-14
1002305.2380779005        2.3663227884407123E-12   5.973665366265159E-14
1004615.7902783946        2.329290509438145E-12    6.253394806226354E-14
1006931.6688518045        2.2907791978896353E-12   6.56279033290741E-14
1009252.8860766834        2.250543963315298E-12    6.907172487396937E-14
1011579.4542598983        2.208292342352736E-12    7.293196376983117E-14
1013911.3857366799        2.1636718357768867E-12   7.729271604313953E-14
1016248.6928706949        2.1162533485449246E-12   8.226146331993142E-14
1018591.388054117         2.065508874419028E-12    8.797733535495727E-14
1020939.4837076807        2.0107809569618188E-12   9.462302028021293E-14
1023292.9922807537        1.9512401771450035E-12   1.0244229561319193E-13
1025651.926251408         1.8858248420091793E-12   1.1176644356664755E-13
1028016.2981264725        1.8131535949034548E-12   1.2305511673164605E-13
1030386.1204416159        1.7313957516632088E-12   1.3696148124360849E-13
1032761.405761398         1.6380736977463361E-12   1.5443968435523747E-13
1035142.1666793431        1.5297524791230212E-12   1.769293214729487E-13
1037528.4158180127        1.401535076660119E-12    2.0668711620147406E-13
1039920.16582906          1.2462088713666134E-12   2.474170234989452E-13
1042317.4293933036        1.0527368797401787E-12   3.05549169626079E-13
1044720.2192208003        8.03458499449144E-13     3.9305488050924165E-13
1047128.5480508985        4.6864546907433E-13      5.343023093445881E-13
1049542.4286523222        -4.318839273368746E-15   7.850446704777539E-13
1051961.8738232234        -7.095902836577799E-13   1.2944015747130367E-12
1054386.896391258         -1.763527439258274E-12   2.5493072433513636E-12
1056817.5092136585        -2.359573170465766E-12   6.275945220535393E-12
1059253.7251772897        4.521461756402274E-12    9.901101302344897E-12
1061695.5571987242        7.619236111812548E-12    4.1051466293361985E-12
1064143.0182243164        6.320727214667342E-12    1.6379743743135651E-12
1066596.1212302567        5.315120088220431E-12    8.198257872012525E-13
1069054.8792226578        4.670899352478746E-12    4.803672716403688E-13
1071519.305237607         4.237412593130933E-12    3.127703465822744E-13
1073989.412341244         3.927955253560418E-12    2.1946530073829854E-13
1076465.213629835         3.69587612189104E-12     1.6287789350970558E-13
1078946.7222298298        3.5148248650809567E-12   1.2630274588215743E-13
1081433.9512979374        3.36903011270431E-12     1.0146848717365738E-13
1083926.914021204         3.248548637708081E-12    8.392601986159096E-14
1086425.6236170644        3.146827683727376E-12    7.112019429810528E-14
1088930.0933334331        3.059383954112533E-12    6.150353519232011E-14
1091440.3364487572        2.9830506339430093E-12   5.409670603901627E-14
1093956.366272093         2.915528586171335E-12    4.8256521389955903E-14
1096478.196143185         2.855108194868895E-12    4.354702447180271E-14
1099005.839432522         2.8004909899270704E-12   3.9664714590829677E-14
1101539.3095414145        2.750671804375279E-12    3.6393649465637894E-14
1104078.6199020736        2.7048588986668547E-12   3.3577760146062936E-14
1106623.7839776652        2.662418656876083E-12    3.1103472655967353E-14
1109174.8152624008        2.622836688515366E-12    2.888869681121379E-14
1111731.7272815919        2.5856902415108253E-12   2.6875804930449598E-14
1114294.5335917291        2.550628663340307E-12    2.5027044809736254E-14
1116863.2477805612        2.5173597188242933E-12   2.332125887224378E-14
1119437.8834671525        2.4856401487502767E-12   2.1751026954477674E-14
1122018.4543019629        2.4552691085426264E-12   2.0319568517408905E-14
1124604.9739669268        2.426083224624454E-12    1.9037039662093305E-14
1127197.4561755094        2.3979521254081727E-12   1.7916270488831674E-14
1129795.9146727975        2.3707735944986387E-12   1.6968423666528022E-14
1132400.3632355577        2.3444679943894303E-12   1.6199337398770212E-14
1135010.8156723143        2.3189721918287103E-12   1.5607282403476863E-14
1137627.2858234309        2.2942336472402477E-12   1.5182499136593237E-14
1140249.7875611696        2.2702054262556336E-12   1.4908362895270187E-14
1142878.3347897714        2.246842650765957E-12    1.476360582602967E-14
1145512.941445536         2.2241005007033427E-12   1.4724875001771187E-14
1148153.6214968818        2.2019335184952432E-12   1.4769023009065727E-14
1150800.3889444356        2.180295782342712E-12    1.4874786911841503E-14
1153453.257821093         2.1591415075067643E-12   1.5023771378157557E-14
1156112.2421920982        2.138425738244278E-12    1.520082815852805E-14
1158777.3561551261        2.118104928156213E-12    1.5394001517088772E-14
1161448.613840344         2.098137321827604E-12    1.5594213230040664E-14
1164126.0294104908        2.078483126963769E-12    1.5794826818251913E-14
1166809.617060963         2.0591045055178987E-12   1.599118633149089E-14
1169499.39101987          2.0399654257415032E-12   1.6180185509440877E-14
1172195.3655481304        2.0210314154985543E-12   1.6359894054364598E-14
1174897.5549395303        2.002269248978246E-12    1.6529249075733063E-14
1177605.9735208065        1.9836465890130672E-12   1.668780928683198E-14
1180320.6356517298        1.9651315978693603E-12   1.6835564662617908E-14
1183041.5557251659        1.946692521599003E-12    1.6972792860357623E-14
1185768.7481671597        1.9282972467278805E-12   1.709995426248482E-14
1188502.2274370189        1.9099128229029238E-12   1.721761910247234E-14
1191242.0080273738        1.8915049406938164E-12   1.732642229127318E-14
1193988.104464273         1.8730373495295773E-12   1.7427044093162753E-14
1196740.5313072442        1.8544711964483556E-12   1.7520217733837412E-14
1199499.3031493782        1.835764261551876E-12    1.7606768537204032E-14
1202264.4346174132        1.8168700605385869E-12   1.768769355563858E-14
1205035.9403717986        1.797736778402359E-12    1.7764296228082386E-14
1207813.8351067798        1.7783059910244339E-12   1.7838397714397615E-14
1210598.1335504828        1.758511123317128E-12    1.7912655415287826E-14
1213388.8504649762        1.7382755836279942E-12   1.7991029605474207E-14
1216186.000646368         1.7175105042921783E-12   1.8079450083235934E-14
1218989.5989248673        1.69611200633118E-12     1.8186743821145463E-14
1221799.660164871         1.673957888570635E-12    1.8325887298160943E-14
1224616.1992650488        1.6509036082207586E-12   1.851563689036233E-14
1227439.2311584083        1.6267773508366925E-12   1.87825604968445E-14
1230268.770812381         1.6013738444332723E-12   1.9163442179183058E-14
1233104.8332289096        1.5744462950006748E-12   1.9707975323050478E-14
1235947.4334445095        1.5456953261743173E-12   2.0481650027447372E-14
1238796.586530369         1.5147530010941381E-12   2.156887771780068E-14
1241652.307592412         1.4811587946485349E-12   2.307682485656323E-14
1244514.6117713845        1.4443226382994207E-12   2.5141301891299568E-14
1247383.5142429431        1.4034675506178069E-12   2.7937508919676276E-14
1250259.0302177214        1.3575399956861696E-12   3.170069138017635E-14
1253141.1749414157        1.3050678094076743E-12   3.676551889823542E-14
1256029.9636948754        1.2439285338921048E-12   4.3640487944174716E-14
1258925.411794166         1.1709547626133858E-12   5.3150952929396196E-14
1261827.5345906706        1.0812223520379517E-12   6.672812833678838E-14
1264736.3474711522        9.666748212808277E-13    8.70413118331878E-14
1267651.865857845         8.132338115877034E-13    1.195373339668951E-13
1270574.105208542         5.94069469018023E-13     1.7675653389046552E-13
1273503.081016663         2.517589425330359E-13    2.9301667346750705E-13
1276438.8088113435        -3.5644618466958154E-13  5.908991477369801E-13
1279381.3041575253        -1.6017594314261062E-12  1.7541737193687046E-12
1282330.5826560205        3.358869806179708E-13    7.857590682971126E-12
1285286.6599436153        5.338214812059094E-12    2.2670041389679276E-12
1288249.551693135         3.864475608281652E-12    6.370816357428958E-13
1291219.2736135335        3.1522681295370497E-12   2.82470485627229E-13
1294195.8414499862        2.767479273215414E-12    1.5746911147620708E-13
1297179.2709839572        2.5281804821076315E-12   1.0013746867801824E-13
1300169.5780332899        2.364221688338551E-12    6.922599835670247E-14
1303166.7784523           2.2439034664289606E-12   5.063449418821933E-14
1306170.8881318404        2.1510090143808172E-12   3.8560302240278655E-14
1309181.922999407         2.0764473938324374E-12   3.02820181950309E-14
1312199.899019204         2.0147531175281897E-12   2.4384299847664927E-14
1315224.8321922377        1.9624499930606413E-12   2.0064094499543748E-14
1318256.7385564074        1.9172208753144053E-12   1.6831851910751177E-14
1321295.6341865766        1.8774590893752542E-12   1.4372088966206652E-14
1324341.5351946643        1.8420131993255057E-12   1.2473014872211065E-14
1327394.45772974          1.810034957011786E-12    1.0988152325670148E-14
1330454.41797809          1.7808848458777708E-12   9.81390223795627E-15
1333521.432163324         1.7540711522821987E-12   8.8756771509402E-15
1336595.5165464433        1.7292093420464232E-12   8.118967992614656E-15
1339676.6874259345        1.705994190412296E-12    7.503412923566382E-15
1342764.9611378643        1.6841801867869844E-12   6.9987698916510085E-15
1345860.354055947         1.6635674629316706E-12   6.582133048622639E-15
1348962.8825916534        1.643991499718125E-12    6.235980188127157E-15
1352072.563194278         1.6253154741964427E-12   5.946785183807099E-15
1355189.412351035         1.6074244859051697E-12   5.704020222373478E-15
1358313.4465871542        1.5902211424702348E-12   5.4994304530091946E-15
1361444.682465951         1.5736221424189779E-12   5.326501291042944E-15
1364583.1365889239        1.557555598752512E-12    5.1800634976909025E-15
1367728.8255958494        1.5419589188075329E-12   5.055997852921699E-15
1370881.766164855         1.5267771058053846E-12   4.951012576115194E-15
1374041.975012515         1.5119613825284021E-12   4.862474439347994E-15
1377209.4688939473        1.4974680624662366E-12   4.788279927686234E-15
1380384.2646028837        1.4832576117021131E-12   4.726756599666943E-15
1383566.3789717809        1.4692938577604878E-12   4.676587497920014E-15
1386755.8288718895        1.4555433110337036E-12   4.636753396777798E-15
1389952.6312133525        1.4419745712675848E-12   4.6064890862868094E-15
1393156.8029453035        1.4285577964349257E-12   4.5852509369312206E-15
1396368.3610559362        1.4152642147515848E-12   4.572693783013618E-15
1399587.3225726178        1.402065662773581E-12    4.568655784293423E-15
1402813.704561959         1.3889341336939952E-12   4.5731504334496024E-15
1406047.524129913         1.375841320187091E-12    4.586365324400777E-15
1409288.7984218749        1.3627581354564805E-12   4.608667716287017E-15
1412537.5446227554        1.3496541943949194E-12   4.6406173684681226E-15
1415793.779957081         1.3364972338255107E-12   4.682987618920315E-15
1419057.5216890925        1.323252446288717E-12    4.7367962903455896E-15
1422328.7871228184        1.3098816953171939E-12   4.80334880473668E-15
1425607.593602188         1.2963425707911023E-12   4.884296971581485E-15
1428893.9585111036        1.2825872296954113E-12   4.981718440925315E-15
1432187.8992735425        1.2685609486082534E-12   5.098224014553419E-15
1435489.433353656         1.2542002869057695E-12   5.237103259539163E-15
1438798.5782558466        1.2394307197897748E-12   5.402523763596335E-15
1442115.351524868         1.2241635412241108E-12   5.599806896886901E-15
1445439.770745928         1.2082917480540155E-12   5.835814756302577E-15
1448771.8535447603        1.1916844804012703E-12   6.119501932076843E-15
1452111.617587742         1.1741793800361435E-12   6.4627169343275615E-15
1455459.0805819668        1.1555718861849215E-12   6.881390851546862E-15
1458814.2602753474        1.135599924396858E-12    7.397342658259449E-15
1462177.1744567184        1.1139214872441031E-12   8.04109603728719E-15
1465547.8409559128        1.0900809259626767E-12   8.856412177799052E-15
1468926.2776438661        1.063456708121461E-12    9.90784809899354E-15
1472312.5024327193        1.0331775537596092E-12   1.1293893516184803E-14
1475706.5332758932        9.979821318711847E-13    1.3170948884059442E-14
1479108.3881682071        9.559724680128793E-13    1.579973668591973E-14
1482518.0851459545        9.041537515595754E-13    1.9641817029185114E-14
1485935.642287006         8.375089587315245E-13    2.5579184953842128E-14
1489361.0777109154        7.469512743635585E-13    3.547558870567394E-14
1492794.4095789974        6.141778448113356E-13    5.385608484305065E-14
1496235.6560944328        3.9620149487684473E-13   9.421646333776129E-14
1499684.835502374         -3.5580688610435255E-14  2.1319859069199866E-13
1503141.966090021         -1.2601043974846104E-12  8.92727160063906E-13
1506607.0661867417        4.2624699446592366E-12   6.354755504463269E-12
1510080.1541641492        3.1309344094630048E-12   5.085256400208016E-13
1513561.2484362072        2.2689093970535264E-12   1.513558785338988E-13
1517050.3674593368        1.923580486644724E-12    7.128643771525667E-14
1520547.529732497         1.7376640086532517E-12   4.153999221592374E-14
1524052.7537972906        1.62028459333008E-12     2.7400438043668136E-14
1527566.0582380733        1.5384580463582297E-12   1.961579426228437E-14
1531087.4616820288        1.4774108249704018E-12   1.4889084439517092E-14
