% Model:              ModelMicPlate_Rh20um_hg5um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 13:50
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(w2)
6.255319148936169E-5      -1.9114052148916354E-13
6.297872340425529E-5      -1.5021629170321553E-13
6.340425531914891E-5      -1.0921490652992123E-13
6.382978723404252E-5      -6.813636596928068E-14
6.425531914893613E-5      -2.6980670021293787E-14
6.468085106382975E-5      1.425218131403935E-14
6.510638297872337E-5      5.5550890555257114E-14
6.553191489361698E-5      9.6902728886416E-14
6.59574468085106E-5       1.38307696307516E-13
6.638297872340422E-5      1.7976579281855716E-13
6.680851063829784E-5      2.2127701841953946E-13
6.723404255319147E-5      2.628413731104629E-13
6.765957446808508E-5      3.0445885689132745E-13
6.80851063829787E-5       3.461179933058133E-13
6.851063829787231E-5      3.8780614036148046E-13
6.893617021276593E-5      4.295232980583288E-13
6.936170212765955E-5      4.712694663963583E-13
6.978723404255316E-5      5.130446453755692E-13
7.021276595744679E-5      5.548488349959612E-13
7.06382978723404E-5       5.966820352575345E-13
7.106382978723402E-5      6.385326460403001E-13
7.148936170212763E-5      6.803881680730018E-13
7.191489361702124E-5      7.222486013556396E-13
7.234042553191486E-5      7.641139458882136E-13
7.276595744680848E-5      8.059842016707239E-13
7.31914893617021E-5       8.478593687031698E-13
7.361702127659572E-5      8.897394469855523E-13
7.404255319148934E-5      9.316127683917818E-13
7.446808510638294E-5      9.734670314047044E-13
7.489361702127655E-5      1.0153022360243197E-12
7.531914893617019E-5      1.0571183822506281E-12
7.574468085106379E-5      1.09891547008363E-12
7.617021276595741E-5      1.1406934995233243E-12
7.659574468085102E-5      1.1824524705697122E-12
7.702127659574463E-5      1.224180702815862E-12
7.744680851063826E-5      1.2658661464003642E-12
7.787234042553187E-5      1.3075088013232184E-12
7.82978723404255E-5       1.349108667584425E-12
