% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:08
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(w2)
1.8487394957983176E-5     1.4533509752243638E-11
1.8907563025210073E-5     1.4525013545588585E-11
1.9327731092436962E-5     1.4516330261822438E-11
1.974789915966386E-5      1.450745990094519E-11
2.0168067226890752E-5     1.4498402462956838E-11
2.0588235294117642E-5     1.4489157947857387E-11
2.1008403361344535E-5     1.4479726882958902E-11
2.1428571428571425E-5     1.447011058487901E-11
2.1848739495798315E-5     1.4460309053617704E-11
2.2268907563025204E-5     1.4450322289174987E-11
2.2689075630252094E-5     1.4440150291550864E-11
2.3109243697478987E-5     1.4429793060745327E-11
2.3529411764705877E-5     1.4419250596758382E-11
2.394957983193277E-5      1.44085235581562E-11
2.436974789915966E-5      1.4397613387454587E-11
2.478991596638655E-5      1.4386520084653534E-11
2.521008403361344E-5      1.4375243649753047E-11
2.5630252100840332E-5     1.4363784082753125E-11
2.6050420168067226E-5     1.4352141383653767E-11
2.6470588235294115E-5     1.4340315552454972E-11
2.6890756302521005E-5     1.4328307378106331E-11
2.7310924369747895E-5     1.4316118427440942E-11
2.7731092436974788E-5     1.430374870045879E-11
2.8151260504201674E-5     1.4291198197159885E-11
2.8571428571428567E-5     1.4278466917544228E-11
2.899159663865546E-5      1.4265554861611814E-11
2.941176470588235E-5      1.4252462029362645E-11
2.983193277310924E-5      1.4239189339106655E-11
3.025210084033613E-5      1.4225738480263885E-11
3.067226890756302E-5      1.4212109452834328E-11
3.109243697478991E-5      1.419830225681799E-11
3.1512605042016806E-5     1.418431689221487E-11
3.1932773109243696E-5     1.417015335902497E-11
3.2352941176470585E-5     1.4155811657248285E-11
3.2773109243697475E-5     1.4141292833379981E-11
3.3193277310924365E-5     1.412659869754795E-11
3.3613445378151255E-5     1.4111729249752185E-11
3.4033613445378144E-5     1.409668448999269E-11
3.445378151260504E-5      1.4081464418269471E-11
3.487394957983193E-5      1.4066069034582517E-11
3.529411764705882E-5      1.4050498338931833E-11
3.571428571428571E-5      1.4034753504670717E-11
3.61344537815126E-5       1.4018836460610287E-11
3.6554621848739496E-5     1.4002747206750536E-11
3.697478991596638E-5      1.3986485743091477E-11
3.7394957983193276E-5     1.3970052069633099E-11
3.781512605042017E-5      1.3953446186375401E-11
3.8235294117647055E-5     1.3936668093318392E-11
3.8655462184873945E-5     1.3919719089195698E-11
3.907563025210084E-5      1.3902601219332074E-11
3.949579831932773E-5      1.3885314483727512E-11
